02232, 3000
51005, 2000
01057,17182,17241,-0.3,17241,5.7,21.7,18.4,50.6,86.7,11.8,0.4,0.3,0.0,0.9,1.4,85.5,87.2,0.5,1.4,74.7,9.5,1319,27.2,8384,76.0,7.9,71500,7164,2.39,17711,34560,17.9,338,3664,-31.3,1137,1378,5.1,0.0,0.0,0.0,0.0,24.3,186247,22463,130362,7433,10869,3,627.66,27.5
01059,31884,31704,0.6,31704,7.1,24.6,15.2,50.2,92.3,4.4,1.5,0.3,0.1,1.4,15.1,79.0,84.6,7.9,11.6,69.6,11.8,2059,24.4,14010,69.2,10.4,78200,12367,2.49,18094,33942,19.5,540,9621,-2.3,1947,2357,0.0,0.0,0.0,0.0,0.0,23.2,671954,67398,269096,8786,25389,35,633.82,50.0
01061,26781,26790,0.0,26790,5.8,22.0,17.8,51.2,87.2,10.0,0.9,0.3,0.1,1.5,3.4,84.2,84.5,1.6,3.0,72.3,8.0,2547,26.1,12720,71.6,6.6,77200,10720,2.44,18351,34140,16.3,422,3961,-10.2,1606,1736,0.0,0.0,0.0,0.0,0.0,0.0,153342,231687,170044,6612,10402,11,574.41,46.6
01063,8921,9045,-1.4,9045,6.2,24.0,16.4,53.1,18.7,80.4,0.2,0.2,0.0,0.5,0.9,18.2,88.4,0.9,1.3,72.6,9.9,460,25.1,4969,71.1,11.1,71500,3522,2.57,14738,22222,30.8,107,1376,4.5,454,657,60.3,0.0,0.0,0.0,0.0,36.1,0,0,33639,3697,1226,3,647.11,14.0
01065,15421,15760,-2.2,15760,6.0,24.1,15.9,52.7,40.6,58.3,0.2,0.3,0.0,0.5,1.1,39.9,88.7,0.9,1.8,69.9,10.0,1209,28.0,7588,74.3,6.1,70600,5843,2.76,16523,29299,24.6,192,2130,-33.6,948,882,0.0,0.0,0.0,0.0,0.0,0.0,0,0,86735,4794,3136,6,643.94,24.5
01067,17412,17302,0.6,17302,5.7,22.6,18.1,52.1,69.8,28.4,0.4,0.4,0.0,1.0,2.5,67.8,92.9,2.5,3.4,76.1,15.0,1548,23.3,8998,81.9,3.2,89700,6656,2.56,19716,38379,15.1,299,2761,-34.0,963,1091,0.0,0.0,0.0,0.0,0.0,18.2,425821,0,92574,5559,7415,41,561.75,30.8
01069,102369,101547,0.8,101547,6.5,24.3,14.8,52.2,70.8,26.2,0.5,0.9,0.1,1.6,3.1,68.4,85.8,2.2,4.1,81.9,19.0,9168,19.7,45706,67.4,15.2,116300,38035,2.57,22725,41022,16.8,2765,42943,-7.1,6892,10151,12.1,0.0,1.4,0.0,1.3,25.5,1310677,0,1909615,19608,177224,236,579.82,175.1
01071,53291,53226,0.1,53227,5.5,22.1,17.1,50.8,91.9,3.6,1.5,0.4,0.1,2.5,2.6,89.9,89.8,1.5,2.9,74.0,12.0,4165,26.2,24743,76.6,5.8,86300,21173,2.51,18905,36312,17.5,854,11681,-21.0,3281,4337,0.0,4.3,0.0,0.0,0.0,26.8,1525396,0,410988,7784,39315,37,1077.87,49.4
01073,658931,658466,0.1,658466,6.8,23.5,13.3,52.7,54.7,42.3,0.4,1.5,0.1,1.0,4.0,51.4,83.0,4.1,5.7,86.6,28.8,51882,23.3,299482,66.8,24.0,138300,260441,2.47,26529,45244,15.5,16614,315652,-12.8,47512,55470,23.4,0.4,2.4,0.0,1.3,29.8,10260950,13756797,11066328,16730,1268154,1718,1111.28,592.5
01075,14311,14564,-1.7,14564,5.5,22.1,19.1,51.4,86.9,11.6,0.2,0.1,0.0,1.2,1.3,85.7,88.3,0.2,1.0,75.3,9.2,1264,25.5,7306,75.1,9.0,68200,5944,2.43,19789,33887,18.5,240,2731,-43.6,1034,1340,0.0,0.0,0.0,0.0,0.0,25.8,234908,0,70780,4887,6008,1,604.85,24.1
01077,92781,92709,0.1,92709,5.6,21.3,17.1,52.2,87.1,10.3,0.4,0.8,0.1,1.3,2.4,85.1,84.9,1.8,2.8,82.9,21.5,8022,23.5,44033,73.0,14.7,107400,37713,2.38,22341,39345,17.7,1993,25485,-18.5,6785,8317,5.5,0.0,0.8,0.0,0.0,27.6,1083658,514555,1131585,12783,136587,113,667.70,138.8
01079,34117,34339,-0.6,34339,5.9,22.8,15.2,51.1,78.1,11.8,5.7,0.2,0.0,4.2,1.9,76.6,90.2,1.7,2.1,75.2,10.7,2299,26.1,15184,78.7,5.1,97600,13412,2.54,19370,40516,13.6,414,4395,-18.4,2045,2289,0.0,0.0,0.0,0.0,1.1,0.0,0,23787,166958,4889,22719,0,690.68,49.7
01081,143468,140247,2.3,140247,5.9,21.8,9.2,50.6,72.3,23.0,0.4,2.7,0.1,1.5,3.4,69.6,76.4,4.9,6.6,85.2,30.9,9711,20.3,63483,64.2,23.3,139500,54016,2.41,22794,40894,19.2,2352,34910,8.2,8875,10319,16.2,0.0,2.0,0.4,0.0,28.2,0,0,1451634,11099,201205,957,607.54,230.8
01083,85369,82782,3.1,82782,6.4,23.6,12.5,49.4,82.8,13.3,0.9,1.2,0.2,1.7,5.7,78.2,85.8,3.5,5.7,80.4,20.8,6720,25.0,36019,77.1,9.4,122300,30028,2.52,24007,46682,13.5,1262,13849,-20.0,5131,5914,4.8,1.1,0.8,0.0,1.3,25.8,947299,248292,723200,9785,68140,95,559.94,147.8
01085,11147,11299,-1.3,11299,6.7,24.2,15.2,53.2,25.9,72.8,0.2,0.3,0.0,0.8,1.1,25.5,91.4,0.3,0.8,73.4,12.7,772,35.4,5048,75.4,7.0,64000,4205,2.76,16524,29714,27.3,125,2112,-1.8,934,682,57.3,0.0,0.0,0.0,0.0,35.2,1156888,0,103636,8184,595,3,715.91,15.8
01087,21182,21452,-1.3,21452,5.1,19.5,14.5,54.0,16.7,81.5,0.2,0.4,0.0,1.2,1.8,15.9,81.1,0.5,2.8,78.8,20.9,2165,22.8,10166,68.0,15.5,79200,7969,2.33,16380,27544,27.4,205,6209,-2.2,1564,1584,66.7,0.0,0.0,0.0,0.0,0.0,0,0,87509,3932,19354,5,608.89,35.2
01089,340111,334811,1.6,334811,6.1,23.3,12.4,51.0,69.8,24.5,0.8,2.5,0.1,2.3,4.7,66.0,83.1,5.5,6.7,87.8,37.4,33909,20.8,149385,70.4,21.4,155600,126564,2.49,29918,55851,12.0,8093,151530,19.5,21461,26467,12.3,1.4,3.5,0.0,1.3,29.2,8650700,2970410,4438653,14145,596324,1924,801.59,417.7
01091,20692,21029,-1.6,21027,6.0,24.0,16.7,52.8,46.9,51.7,0.2,0.3,0.2,0.8,1.7,45.7,87.9,0.3,0.9,79.7,17.9,1669,21.1,10201,73.5,8.3,79000,8494,2.46,18323,32940,22.7,482,5895,-4.5,1272,1604,0.0,0.0,0.0,0.0,0.0,21.4,542135,64589,197221,9274,16684,4,976.88,21.5
